id;adecuacion_poder_ejecutivo;created_at;updated_at;fecha_adecuacion_poder_ejecutivo;numero_adecuacion_poder_ejecutivo
1367;NULL;2016-05-16 17:55:51.483;2016-05-16 17:55:51.483;2009-06-01;00265-SUTEL-2009
1407;NULL;2016-05-17 16:01:36.187;2016-05-17 16:01:36.187;NULL;
1408;NULL;2016-05-17 16:06:59.890;2016-05-17 16:06:59.890;NULL;
1410;NULL;2016-05-17 16:13:20.560;2016-05-17 16:13:20.560;NULL;
1414;NULL;2016-05-17 16:33:46.847;2016-05-17 16:33:46.847;NULL;
1415;NULL;2016-05-17 16:39:40.830;2016-05-17 16:39:40.830;NULL;
1419;NULL;2016-05-17 16:50:52.910;2016-05-17 16:50:52.910;NULL;
1431;NULL;2016-05-17 17:27:03.117;2016-05-17 17:27:03.117;NULL;
1434;NULL;2016-05-17 17:53:53.480;2016-05-17 17:53:53.480;NULL;
1436;NULL;2016-05-17 18:04:50.433;2016-05-17 18:04:50.433;NULL;
1438;NULL;2016-05-17 19:22:53.787;2016-05-17 19:22:53.787;NULL;
1457;NULL;2016-05-17 19:48:13.290;2016-05-17 19:48:13.290;NULL;
1494;NULL;2016-05-18 14:43:29.703;2016-05-18 14:43:29.703;NULL;
1497;NULL;2016-05-18 15:02:48.067;2016-05-18 15:02:48.067;NULL;
1499;NULL;2016-05-18 15:45:47.853;2016-05-18 15:45:47.853;NULL;
1503;NULL;2016-05-18 16:02:28.353;2016-05-18 16:02:28.353;NULL;
1507;NULL;2016-05-18 16:17:38.340;2016-05-18 16:17:38.340;NULL;
1509;NULL;2016-05-18 16:21:34.527;2016-05-18 16:21:34.527;0001-01-01;
1515;NULL;2016-05-18 16:44:52.030;2016-05-18 16:44:52.030;0001-01-01;
1522;NULL;2016-05-18 17:38:31.817;2016-05-18 17:38:31.817;NULL;
1524;NULL;2016-05-18 17:44:37.570;2016-05-18 17:44:37.570;NULL;
1537;NULL;2016-05-18 18:02:19.133;2016-05-18 18:02:19.133;0001-01-01;
1539;NULL;2016-05-18 18:03:25.290;2016-05-18 18:03:25.290;NULL;
1540;NULL;2016-05-18 18:04:10.727;2016-05-18 18:04:10.727;0001-01-01;
1549;NULL;2016-05-18 19:50:38.960;2016-05-18 19:50:38.960;NULL;
1550;NULL;2016-05-18 19:51:49.677;2016-05-18 19:51:49.677;0001-01-01;
1551;NULL;2016-05-18 19:52:13.583;2016-05-18 19:52:13.583;NULL;
1554;NULL;2016-05-18 19:56:17.727;2016-05-18 19:56:17.727;NULL;
1556;NULL;2016-05-18 20:03:48.757;2016-05-18 20:03:48.757;NULL;
1562;NULL;2016-05-18 20:29:57.603;2016-05-18 20:29:57.603;NULL;
1573;NULL;2016-05-18 21:21:06.267;2016-05-18 21:21:06.267;NULL;
1583;NULL;2016-05-18 22:21:16.007;2016-05-18 22:21:16.007;NULL;
1613;NULL;2016-05-19 14:57:16.920;2016-05-19 14:57:16.920;NULL;
1617;NULL;2016-05-19 15:03:49.093;2016-05-19 15:03:49.093;NULL;
1630;NULL;2016-05-19 16:23:25.057;2016-05-19 16:23:25.057;NULL;
1632;NULL;2016-05-19 16:41:39.683;2016-05-19 16:41:39.683;0001-01-01;
1640;NULL;2016-05-19 17:16:13.907;2016-05-19 17:16:13.907;NULL;
1651;NULL;2016-05-19 19:31:11.593;2016-05-19 19:31:11.593;NULL;
1653;NULL;2016-05-19 19:57:30.893;2016-05-19 19:57:30.893;NULL;
1655;NULL;2016-05-19 20:04:00.897;2016-05-19 20:04:00.897;NULL;
1663;NULL;2016-05-19 20:34:31.163;2016-05-19 20:34:31.163;NULL;
1675;NULL;2016-05-19 21:56:22.220;2016-05-19 21:56:22.220;NULL;
1676;NULL;2016-05-19 22:06:20.643;2016-05-19 22:06:20.643;NULL;
1687;NULL;2016-05-20 14:28:44.727;2016-05-20 14:28:44.727;NULL;
1691;NULL;2016-05-20 14:39:25.073;2016-05-20 14:39:25.073;NULL;
1696;NULL;2016-05-20 14:57:58.217;2016-05-20 14:57:58.217;NULL;No hay Adecuación
1698;NULL;2016-05-20 15:37:43.017;2016-05-20 15:37:43.017;NULL;
1711;NULL;2016-05-20 16:23:37.320;2016-05-20 16:23:37.320;NULL;
1719;NULL;2016-05-20 16:49:59.637;2016-05-20 16:49:59.637;NULL;
1721;NULL;2016-05-20 17:09:52.357;2016-05-20 17:09:52.357;NULL;
1722;NULL;2016-05-20 17:17:01.373;2016-05-20 17:17:01.373;NULL;
1724;NULL;2016-05-20 17:18:10.920;2016-05-20 17:18:10.920;NULL;
1728;NULL;2016-05-20 17:19:39.200;2016-05-20 17:19:39.200;NULL;
1732;NULL;2016-05-20 17:22:02.593;2016-05-20 17:22:02.593;NULL;
1734;NULL;2016-05-20 17:23:18.747;2016-05-20 17:23:18.747;NULL;
1738;NULL;2016-05-20 17:24:26.797;2016-05-20 17:24:26.797;NULL;
1742;NULL;2016-05-20 17:38:02.593;2016-05-20 17:38:02.593;NULL;
1744;NULL;2016-05-20 17:39:09.640;2016-05-20 17:39:09.640;NULL;
1745;NULL;2016-05-20 17:39:59.343;2016-05-20 17:39:59.343;NULL;
1746;NULL;2016-05-20 17:40:55.530;2016-05-20 17:40:55.530;NULL;
1747;NULL;2016-05-20 17:43:35.703;2016-05-20 17:43:35.703;NULL;
1751;NULL;2016-05-20 17:46:35.643;2016-05-20 17:46:35.643;NULL;
1753;NULL;2016-05-20 17:53:18.767;2016-05-20 17:53:18.767;NULL;
1754;NULL;2016-05-20 17:54:10.550;2016-05-20 17:54:10.550;NULL;
1756;NULL;2016-05-20 17:57:06.173;2016-05-20 17:57:06.173;NULL;
1759;NULL;2016-05-20 18:01:37.207;2016-05-20 18:01:37.207;NULL;
1777;NULL;2016-05-20 19:55:40.703;2016-05-20 19:55:40.703;NULL;
1781;NULL;2016-05-20 20:28:26.177;2016-05-20 20:28:26.177;NULL;
1783;NULL;2016-05-20 20:35:24.770;2016-05-20 20:35:24.770;NULL;
1789;NULL;2016-05-20 21:01:30.727;2016-05-20 21:01:30.727;0001-01-01;
1791;NULL;2016-05-20 21:03:13.057;2016-05-20 21:03:13.057;0001-01-01;
1794;NULL;2016-05-20 21:09:29.917;2016-05-20 21:09:29.917;0001-01-01;
1796;NULL;2016-05-20 21:11:38.587;2016-05-20 21:11:38.587;0001-01-01;
1813;NULL;2016-05-20 21:58:20.063;2016-05-20 21:58:20.063;NULL;
1814;NULL;2016-05-20 22:01:16.203;2016-05-20 22:01:16.203;NULL;
1815;NULL;2016-05-20 22:04:30.220;2016-05-20 22:04:30.220;0001-01-01;
1817;NULL;2016-05-20 22:05:24.313;2016-05-20 22:05:24.313;NULL;
1819;NULL;2016-05-20 22:09:17.860;2016-05-20 22:09:17.860;NULL;
1826;NULL;2016-05-20 23:02:44.803;2016-05-20 23:02:44.803;0001-01-01;
1828;NULL;2016-05-20 23:03:52.803;2016-05-20 23:03:52.803;NULL;
1831;NULL;2016-05-20 23:09:00.867;2016-05-20 23:09:00.867;0001-01-01;
1833;NULL;2016-05-20 23:09:43.337;2016-05-20 23:09:43.337;0001-01-01;
1834;NULL;2016-05-20 23:14:09.633;2016-05-20 23:14:09.633;0001-01-01;
1848;NULL;2016-05-23 14:57:00.850;2016-05-23 14:57:00.850;NULL;
1851;NULL;2016-05-23 15:28:10.823;2016-05-23 15:28:10.823;NULL;
1853;NULL;2016-05-23 15:31:12.760;2016-05-23 15:31:12.760;NULL;
1856;NULL;2016-05-23 15:41:04.777;2016-05-23 15:41:04.777;NULL;
1859;NULL;2016-05-23 15:45:54.967;2016-05-23 15:45:54.967;NULL;
1867;NULL;2016-05-23 16:10:33.343;2016-05-23 16:10:33.343;NULL;
1875;NULL;2016-05-23 16:46:50.940;2016-05-23 16:46:50.940;NULL;
1883;NULL;2016-05-23 17:12:29.663;2016-05-23 17:12:29.663;NULL;
1900;NULL;2016-05-23 19:35:19.507;2016-05-23 19:35:19.507;NULL;
1902;NULL;2016-05-23 19:44:04.383;2016-05-23 19:44:04.383;NULL;
1904;NULL;2016-05-23 19:48:09.447;2016-05-23 19:48:09.447;NULL;
1914;NULL;2016-05-23 21:08:09.737;2016-05-23 21:08:09.737;NULL;
1917;NULL;2016-05-23 21:13:14.940;2016-05-23 21:13:14.940;NULL;
1919;NULL;2016-05-23 21:17:28.067;2016-05-23 21:17:28.067;NULL;
1920;NULL;2016-05-23 21:28:05.600;2016-05-23 21:28:05.600;NULL;
1922;NULL;2016-05-23 21:39:58.397;2016-05-23 21:39:58.397;NULL;
1925;NULL;2016-05-23 21:50:32.257;2016-05-23 21:50:32.257;NULL;
1927;NULL;2016-05-23 21:56:48.603;2016-05-23 21:56:48.603;NULL;
1930;NULL;2016-05-23 22:47:58.547;2016-05-23 22:47:58.547;NULL;
1931;NULL;2016-05-23 23:22:14.207;2016-05-23 23:22:14.207;NULL;
1932;NULL;2016-05-23 23:27:48.363;2016-05-23 23:27:48.363;NULL;
1954;NULL;2016-05-24 16:18:55.477;2016-05-24 16:18:55.477;NULL;
1957;NULL;2016-05-24 16:30:28.853;2016-05-24 16:30:28.853;NULL;
1973;NULL;2016-05-24 19:39:20.123;2016-05-24 19:39:20.123;NULL;
1976;NULL;2016-05-24 19:45:26.673;2016-05-24 19:45:26.673;NULL;
1984;NULL;2016-05-24 20:18:40.333;2016-05-24 20:18:40.333;NULL;
2007;NULL;2016-05-24 22:02:18.470;2016-05-24 22:02:18.470;NULL;
2035;NULL;2016-05-25 14:44:13.417;2016-05-25 14:44:13.417;NULL;
2041;NULL;2016-05-25 14:46:30.680;2016-05-25 14:46:30.680;NULL;
2042;NULL;2016-05-25 14:47:07.463;2016-05-25 14:47:07.463;NULL;
2044;NULL;2016-05-25 14:47:44.777;2016-05-25 14:47:44.777;NULL;
2046;NULL;2016-05-25 14:48:25.790;2016-05-25 14:48:25.790;NULL;
2048;NULL;2016-05-25 14:49:15.213;2016-05-25 14:49:15.213;NULL;
2050;NULL;2016-05-25 14:49:55.307;2016-05-25 14:49:55.307;NULL;
2053;NULL;2016-05-25 14:50:53.713;2016-05-25 14:50:53.713;NULL;
2055;NULL;2016-05-25 14:51:34.387;2016-05-25 14:51:34.387;NULL;
2056;NULL;2016-05-25 14:52:15.277;2016-05-25 14:52:15.277;NULL;
2059;NULL;2016-05-25 14:52:49.697;2016-05-25 14:52:49.697;NULL;
2079;NULL;2016-05-25 15:42:04.593;2016-05-25 15:42:04.593;NULL;
2082;NULL;2016-05-25 15:46:10.987;2016-05-25 15:46:10.987;NULL;
2084;NULL;2016-05-25 15:51:34.953;2016-05-25 15:51:34.953;NULL;
2087;NULL;2016-05-25 15:56:40.377;2016-05-25 15:56:40.377;NULL;
2096;NULL;2016-05-25 16:25:46.397;2016-05-25 16:25:46.397;NULL;
2097;NULL;2016-05-25 16:31:00.740;2016-05-25 16:31:00.740;NULL;
2102;NULL;2016-05-25 16:45:03.600;2016-05-25 16:45:03.600;NULL;
2106;NULL;2016-05-25 16:56:15.883;2016-05-25 16:56:15.883;0001-01-01;
2107;NULL;2016-05-25 16:59:17.167;2016-05-25 16:59:17.167;NULL;
2121;NULL;2016-05-25 18:08:14.737;2016-05-25 18:08:14.737;NULL;
2122;NULL;2016-05-25 18:17:37.377;2016-05-25 18:17:37.377;NULL;
2123;NULL;2016-05-25 18:26:10.583;2016-05-25 18:26:10.583;NULL;
2124;NULL;2016-05-25 18:31:01.333;2016-05-25 18:31:01.333;NULL;
2129;NULL;2016-05-25 19:27:09.713;2016-05-25 19:27:09.713;NULL;
2131;NULL;2016-05-25 19:37:00.560;2016-05-25 19:37:00.560;NULL;
2133;NULL;2016-05-25 19:44:38.717;2016-05-25 19:44:38.717;NULL;
2140;NULL;2016-05-25 20:02:02.717;2016-05-25 20:02:02.717;NULL;
2145;NULL;2016-05-25 20:11:06.140;2016-05-25 20:11:06.140;NULL;
2150;NULL;2016-05-25 20:34:01.457;2016-05-25 20:34:01.457;NULL;
2153;NULL;2016-05-25 20:51:44.350;2016-05-25 20:51:44.350;NULL;
2156;NULL;2016-05-25 20:56:40.617;2016-05-25 20:56:40.617;NULL;
2157;NULL;2016-05-25 20:58:00.193;2016-05-25 20:58:00.193;NULL;
2160;NULL;2016-05-25 21:29:26.573;2016-05-25 21:29:26.573;NULL;
2164;NULL;2016-05-25 21:52:47.997;2016-05-25 21:52:47.997;NULL;
2169;NULL;2016-05-25 22:05:28.717;2016-05-25 22:05:28.717;NULL;
2171;NULL;2016-05-25 22:13:43.607;2016-05-25 22:13:43.607;NULL;
2172;NULL;2016-05-25 22:15:31.967;2016-05-25 22:15:31.967;NULL;
2175;NULL;2016-05-25 22:18:01.920;2016-05-25 22:18:01.920;NULL;
2176;NULL;2016-05-25 22:18:36.313;2016-05-25 22:18:36.313;NULL;
2177;NULL;2016-05-25 22:19:24.780;2016-05-25 22:19:24.780;NULL;
2178;NULL;2016-05-25 22:20:03.000;2016-05-25 22:20:03.000;NULL;
2180;NULL;2016-05-25 22:24:02.250;2016-05-25 22:24:02.250;NULL;
2182;NULL;2016-05-25 22:31:31.533;2016-05-25 22:31:31.533;0001-01-01;
2184;NULL;2016-05-25 22:36:52.487;2016-05-25 22:36:52.487;NULL;
2185;NULL;2016-05-25 22:41:18.440;2016-05-25 22:41:18.440;NULL;
2186;NULL;2016-05-25 22:44:29.143;2016-05-25 22:44:29.143;NULL;
2191;NULL;2016-05-25 23:15:16.757;2016-05-25 23:15:16.757;NULL;
2193;NULL;2016-05-26 14:29:16.037;2016-05-26 14:29:16.037;NULL;
2195;NULL;2016-05-26 14:34:50.520;2016-05-26 14:34:50.520;NULL;
2201;NULL;2016-05-26 14:57:51.367;2016-05-26 14:57:51.367;NULL;
2206;NULL;2016-05-26 16:00:11.780;2016-05-26 16:00:11.780;NULL;
2211;NULL;2016-05-26 16:12:04.737;2016-05-26 16:12:04.737;NULL;
2213;NULL;2016-05-26 16:22:26.190;2016-05-26 16:22:26.190;NULL;
2216;NULL;2016-05-26 16:30:33.080;2016-05-26 16:30:33.080;NULL;
2221;NULL;2016-05-26 16:54:49.117;2016-05-26 16:54:49.117;NULL;
2222;NULL;2016-05-26 16:59:45.867;2016-05-26 16:59:45.867;NULL;
2224;NULL;2016-05-26 17:27:59.510;2016-05-26 17:27:59.510;NULL;
2247;NULL;2016-05-26 20:12:58.793;2016-05-26 20:12:58.793;NULL;
2250;NULL;2016-05-26 20:26:41.390;2016-05-26 20:26:41.390;NULL;
2251;NULL;2016-05-26 20:33:04.030;2016-05-26 20:33:04.030;NULL;
2254;NULL;2016-05-26 20:37:44.267;2016-05-26 20:37:44.267;NULL;
2255;NULL;2016-05-26 20:55:30.957;2016-05-26 20:55:30.957;NULL;
2261;NULL;2016-05-26 21:12:32.223;2016-05-26 21:12:32.223;NULL;
2264;NULL;2016-05-26 21:29:05.867;2016-05-26 21:29:05.867;NULL;
2270;NULL;2016-05-26 21:59:40.230;2016-05-26 21:59:40.230;NULL;
2271;NULL;2016-05-26 22:30:22.560;2016-05-26 22:30:22.560;NULL;
2273;NULL;2016-05-26 22:36:33.763;2016-05-26 22:36:33.763;NULL;
2274;NULL;2016-05-26 22:44:44.217;2016-05-26 22:44:44.217;NULL;
2278;NULL;2016-05-26 23:08:39.627;2016-05-26 23:08:39.627;NULL;
2279;NULL;2016-05-26 23:10:13.487;2016-05-26 23:10:13.487;NULL;
2288;NULL;2016-05-27 14:55:11.020;2016-05-27 14:55:11.020;NULL;
2299;NULL;2016-05-27 16:26:11.547;2016-05-27 16:26:11.547;NULL;
2302;NULL;2016-05-27 16:32:43.877;2016-05-27 16:32:43.877;NULL;
2311;NULL;2016-05-27 17:25:12.880;2016-05-27 17:25:12.880;NULL;
2313;NULL;2016-05-27 17:29:20.053;2016-05-27 17:29:20.053;NULL;
2328;NULL;2016-05-27 19:11:20.690;2016-05-27 19:11:20.690;NULL;
2331;NULL;2016-05-27 19:12:16.597;2016-05-27 19:12:16.597;NULL;
2353;NULL;2016-05-27 19:40:06.647;2016-05-27 19:40:06.647;0001-01-01;
2359;NULL;2016-05-27 19:57:45.540;2016-05-27 19:57:45.540;NULL;
2362;NULL;2016-05-27 20:03:19.167;2016-05-27 20:03:19.167;NULL;
2363;NULL;2016-05-27 20:11:16.197;2016-05-27 20:11:16.197;NULL;
2369;NULL;2016-05-27 20:22:32.247;2016-05-27 20:22:32.247;NULL;
2372;NULL;2016-05-27 20:34:51.637;2016-05-27 20:34:51.637;NULL;
2375;NULL;2016-05-27 20:47:26.077;2016-05-27 20:47:26.077;NULL;
2383;NULL;2016-05-27 21:28:46.833;2016-05-27 21:28:46.833;NULL;
2389;NULL;2016-05-27 21:58:55.913;2016-05-27 21:58:55.913;NULL;
2391;NULL;2016-05-27 22:20:58.917;2016-05-27 22:20:58.917;NULL;
2402;NULL;2016-05-30 14:45:57.920;2016-05-30 14:45:57.920;NULL;
2413;NULL;2016-05-30 16:00:06.227;2016-05-30 16:00:06.227;NULL;
2414;NULL;2016-05-30 16:00:46.757;2016-05-30 16:00:46.757;NULL;
2415;NULL;2016-05-30 16:01:25.680;2016-05-30 16:01:25.680;NULL;
2416;NULL;2016-05-30 16:02:08.820;2016-05-30 16:02:08.820;NULL;
2434;NULL;2016-05-30 17:17:41.313;2016-05-30 17:17:41.313;NULL;
2437;NULL;2016-05-30 17:23:48.110;2016-05-30 17:23:48.110;NULL;
2440;NULL;2016-05-30 17:28:02.517;2016-05-30 17:28:02.517;NULL;
2441;NULL;2016-05-30 17:31:40.347;2016-05-30 17:31:40.347;NULL;
2443;NULL;2016-05-30 17:35:17.877;2016-05-30 17:35:17.877;NULL;
2444;NULL;2016-05-30 17:35:36.033;2016-05-30 17:35:36.033;NULL;
2446;NULL;2016-05-30 17:43:09.033;2016-05-30 17:43:09.033;NULL;
2450;NULL;2016-05-30 17:46:42.690;2016-05-30 17:46:42.690;NULL;
2453;NULL;2016-05-30 17:53:23.910;2016-05-30 17:53:23.910;NULL;
2456;NULL;2016-05-30 17:57:56.817;2016-05-30 17:57:56.817;NULL;
2458;NULL;2016-05-30 19:10:27.483;2016-05-30 19:10:27.483;NULL;
2460;NULL;2016-05-30 19:13:31.577;2016-05-30 19:13:31.577;NULL;
2461;NULL;2016-05-30 19:15:53.107;2016-05-30 19:15:53.107;NULL;
2468;NULL;2016-05-30 19:33:04.783;2016-05-30 19:33:04.783;NULL;
2470;NULL;2016-05-30 19:36:42.597;2016-05-30 19:36:42.597;NULL;
2472;NULL;2016-05-30 19:43:11.393;2016-05-30 19:43:11.393;NULL;
2476;NULL;2016-05-30 19:52:29.410;2016-05-30 19:52:29.410;NULL;
2479;NULL;2016-05-30 19:58:53.223;2016-05-30 19:58:53.223;NULL;
2480;NULL;2016-05-30 20:02:02.317;2016-05-30 20:02:02.317;NULL;
2482;NULL;2016-05-30 20:04:27.723;2016-05-30 20:04:27.723;NULL;
2484;NULL;2016-05-30 20:07:46.397;2016-05-30 20:07:46.397;NULL;
2488;NULL;2016-05-30 20:17:48.677;2016-05-30 20:17:48.677;NULL;
2491;NULL;2016-05-30 20:23:23.130;2016-05-30 20:23:23.130;NULL;
2492;NULL;2016-05-30 20:28:18.087;2016-05-30 20:28:18.087;NULL;
2494;NULL;2016-05-30 20:32:56.993;2016-05-30 20:32:56.993;NULL;
2496;NULL;2016-05-30 20:37:38.883;2016-05-30 20:37:38.883;NULL;
2497;NULL;2016-05-30 20:41:30.290;2016-05-30 20:41:30.290;NULL;
2498;NULL;2016-05-30 20:50:09.930;2016-05-30 20:50:09.930;NULL;
2504;NULL;2016-05-30 21:25:44.373;2016-05-30 21:25:44.373;NULL;
2521;NULL;2016-05-31 14:57:17.337;2016-05-31 14:57:17.337;0001-01-01;
2526;NULL;2016-05-31 15:34:31.047;2016-05-31 15:34:31.047;NULL;
2527;NULL;2016-05-31 15:35:38.827;2016-05-31 15:35:38.827;NULL;
2531;NULL;2016-05-31 15:54:37.547;2016-05-31 15:54:37.547;NULL;
2533;NULL;2016-05-31 16:03:40.207;2016-05-31 16:03:40.207;NULL;
2534;NULL;2016-05-31 16:08:58.597;2016-05-31 16:08:58.597;NULL;
2538;NULL;2016-05-31 16:18:18.270;2016-05-31 16:18:18.270;NULL;
2544;NULL;2016-05-31 16:50:12.100;2016-05-31 16:50:12.100;NULL;
2547;NULL;2016-05-31 17:06:48.073;2016-05-31 17:06:48.073;NULL;
2560;NULL;2016-05-31 19:35:09.137;2016-05-31 19:35:09.137;NULL;
2562;NULL;2016-05-31 19:47:56.277;2016-05-31 19:47:56.277;NULL;
2566;NULL;2016-05-31 20:14:32.110;2016-05-31 20:14:32.110;NULL;
2574;NULL;2016-05-31 20:57:44.927;2016-05-31 20:57:44.927;NULL;
2578;NULL;2016-05-31 21:10:59.710;2016-05-31 21:10:59.710;NULL;
2579;NULL;2016-05-31 21:16:42.057;2016-05-31 21:16:42.057;NULL;
2586;NULL;2016-05-31 22:10:52.217;2016-05-31 22:10:52.217;NULL;
2590;NULL;2016-05-31 22:48:25.737;2016-05-31 22:48:25.737;NULL;
2610;NULL;2016-06-01 15:35:43.823;2016-06-01 15:35:43.823;NULL;
2615;NULL;2016-06-01 15:43:01.653;2016-06-01 15:43:01.653;NULL;
2617;NULL;2016-06-01 15:56:49.030;2016-06-01 15:56:49.030;NULL;
2620;NULL;2016-06-01 16:08:11.063;2016-06-01 16:08:11.063;NULL;
2646;NULL;2016-06-01 19:20:12.273;2016-06-01 19:20:12.273;NULL;
2648;NULL;2016-06-01 19:27:27.710;2016-06-01 19:27:27.710;NULL;
2653;NULL;2016-06-01 19:36:36.727;2016-06-01 19:36:36.727;NULL;
2654;NULL;2016-06-01 19:37:11.773;2016-06-01 19:37:11.773;NULL;
2659;NULL;2016-06-01 19:50:20.743;2016-06-01 19:50:20.743;NULL;
2662;NULL;2016-06-01 19:52:43.870;2016-06-01 19:52:43.870;NULL;
2664;NULL;2016-06-01 19:58:35.357;2016-06-01 19:58:35.357;NULL;
2667;NULL;2016-06-01 20:03:38.763;2016-06-01 20:03:38.763;NULL;
2670;NULL;2016-06-01 20:12:32.513;2016-06-01 20:12:32.513;NULL;
2672;NULL;2016-06-01 20:15:57.577;2016-06-01 20:15:57.577;NULL;
2675;NULL;2016-06-01 20:21:45.950;2016-06-01 20:21:45.950;NULL;
2677;NULL;2016-06-01 20:30:42.610;2016-06-01 20:30:42.610;0001-01-01;
2680;NULL;2016-06-01 20:36:14.813;2016-06-01 20:36:14.813;NULL;
2693;NULL;2016-06-01 21:15:41.193;2016-06-01 21:15:41.193;NULL;
