id;numero_titulo;fecha_titulo;fecha_notificacion;causal_finalizacion;created_at;updated_at;espectrable_id;espectrable_type
6460;ACUERDO 020-052-2010;2010-09-22;NULL;no_aplica;2016-02-22 16:25:01.113;2016-02-22 16:25:01.113;1256;Autorizacion
6462;ACUERDO EJECUTIVO N° 054-2013-TEL-MICITT;2013-07-18;2014-03-03;no_aplica;2016-02-22 17:14:05.743;2016-02-22 17:14:05.743;5219;Espectro
6463;RCS-018-2016;2016-01-20;0001-01-01;no_aplica;2016-03-31 17:23:21.097;2016-03-31 17:23:21.097;1262;Autorizacion
6464;RCS-027-2016 RENUNCIA TITULO HABILITANTE;2016-02-04;2016-02-04;no_aplica;2016-04-01 15:23:45.097;2016-04-01 15:23:45.097;1263;Autorizacion
6465;RCS-032-2016;2016-02-11;2016-02-11;no_aplica;2016-04-01 16:15:20.803;2016-04-01 16:15:20.803;1264;Autorizacion
6466;ASIENTO DE PRUEBA;0090-01-01;0003-01-01;no_aplica;2016-04-04 15:04:39.693;2016-04-04 15:04:39.693;5220;Espectro
6467;RCS-057-2016;2015-06-03;2016-03-10;no_aplica;2016-04-04 17:40:12.087;2016-04-04 17:40:12.087;1265;Autorizacion
6468;RCS-061-2016;2016-03-16;2016-04-01;no_aplica;2016-04-04 18:22:02.590;2016-04-04 18:22:02.590;1266;Autorizacion
6469;057-2015;2015-05-07;2015-08-03;no_aplica;2016-05-05 20:25:00.317;2016-05-05 20:25:00.317;5221;Espectro
6470;N° 2876-2002 MSP;2002-07-18;NULL;no_aplica;2016-05-16 16:26:56.783;2016-05-16 16:26:56.783;5222;Espectro
6476;N° 156-1992;1992-09-07;NULL;no_aplica;2016-05-16 17:52:49.467;2016-05-16 17:52:49.467;5228;Espectro
6477;RT-001-2009;2009-08-19;NULL;no_aplica;2016-05-16 17:55:51.483;2016-05-16 17:55:51.483;5229;Espectro
6517;ACUERDO EJECUTIVO N° 150-1988;1988-03-04;NULL;no_aplica;2016-05-17 16:01:36.187;2016-05-17 16:01:36.187;5269;Espectro
6518;ACUERDO EJECUTIVO N° 283-1976;1976-07-19;NULL;no_aplica;2016-05-17 16:06:59.890;2016-05-17 16:06:59.890;5270;Espectro
6520;ACUERDO EJECUTIVO N° 279-1988;1988-08-10;NULL;no_aplica;2016-05-17 16:13:20.560;2016-05-17 16:13:20.560;5272;Espectro
6524;ACUERDO EJECUTIVO N° 0001-2002 MSP;2001-10-30;NULL;no_aplica;2016-05-17 16:33:46.847;2016-05-17 16:33:46.847;5276;Espectro
6525;ACUERDO EJECUTIVO N° 25-1989;1989-03-07;NULL;no_aplica;2016-05-17 16:39:40.847;2016-05-17 16:39:40.847;5277;Espectro
6529;ACUERDO EJECUTIVO N° 332-1991;1991-08-20;NULL;no_aplica;2016-05-17 16:50:52.910;2016-05-17 16:50:52.910;5281;Espectro
6541;ACUERDO EJECUTIVO N° 74-1992;1992-04-21;NULL;no_aplica;2016-05-17 17:27:03.117;2016-05-17 17:27:03.117;5293;Espectro
6544;ACUERDO DE GOBERNACIÓN N° 654-1980;1980-08-05;NULL;no_aplica;2016-05-17 17:53:53.480;2016-05-17 17:53:53.480;5296;Espectro
6546;ACUERDO EJECUTIVO N° 619-97 MSP;1997-06-30;NULL;no_aplica;2016-05-17 18:04:50.450;2016-05-17 18:04:50.450;5298;Espectro
6548;ACUERDO EJECUTIVO N° 108-1979;1979-01-31;NULL;no_aplica;2016-05-17 19:22:53.803;2016-05-17 19:22:53.803;5300;Espectro
6567;ACUERDO EJECUTIVO N° 09-2006 MGP;2006-01-02;NULL;no_aplica;2016-05-17 19:48:13.290;2016-05-17 19:48:13.290;5319;Espectro
6604;ACUERDO EJECUTIVO N° 75-1983;1983-02-25;NULL;no_aplica;2016-05-18 14:43:29.720;2016-05-18 14:43:29.720;5356;Espectro
6607;ACUERDO EJECUTIVO N° 52-1982;1982-01-25;NULL;no_aplica;2016-05-18 15:02:48.067;2016-05-18 15:02:48.067;5359;Espectro
6609;ACUERDO EJECUTIVO N° 423 MGP;2008-06-02;NULL;no_aplica;2016-05-18 15:45:47.853;2016-05-18 15:45:47.853;5361;Espectro
6613;ACUERDO EJECUTIVO N° 307-1981;1981-07-08;NULL;no_aplica;2016-05-18 16:02:28.370;2016-05-18 16:02:28.370;5365;Espectro
6617;ACUERDO EJECUTIVO N° 184-1988;1988-01-29;NULL;no_aplica;2016-05-18 16:17:38.340;2016-05-18 16:17:38.340;5369;Espectro
6619;ACUERDO EJECUTIVO N°181-1980 ;1980-02-27;NULL;no_aplica;2016-05-18 16:21:34.527;2016-05-18 16:21:34.527;5371;Espectro
6625;ACUERDO EJECUTIVO N°753-1980;1980-09-25;NULL;no_aplica;2016-05-18 16:44:52.030;2016-05-18 16:44:52.030;5377;Espectro
6632;ACUERDO EJECUTIVO N° 28-1991;1991-02-04;NULL;no_aplica;2016-05-18 17:38:31.833;2016-05-18 17:38:31.833;5384;Espectro
6634;ACUERDO EJECUTIVO N°31-1990;1990-01-11;NULL;no_aplica;2016-05-18 17:44:37.587;2016-05-18 17:44:37.587;5386;Espectro
6647;ACUERDO EJECUTIVO N°304-1988;1988-07-28;NULL;no_aplica;2016-05-18 18:02:19.150;2016-05-18 18:02:19.150;5399;Espectro
6649;ACUERDO EJECUTIVO N° 491-97 MSP;1997-06-16;NULL;no_aplica;2016-05-18 18:03:25.290;2016-05-18 18:03:25.290;5401;Espectro
6650;ACUERDO EJECUTIVO N°18-1985;1985-12-19;NULL;no_aplica;2016-05-18 18:04:10.727;2016-05-18 18:04:10.727;5402;Espectro
6659;ACUERDO EJECUTIVO N°336-97 MSP;1997-01-27;NULL;no_aplica;2016-05-18 19:50:38.973;2016-05-18 19:50:38.973;5411;Espectro
6660;ACUERDO EJECUTIVO N°154-1985;1985-07-23;NULL;no_aplica;2016-05-18 19:51:49.693;2016-05-18 19:51:49.693;5412;Espectro
6661;ACUERDO EJECUTIVO N° 621-97 MSP;1997-06-30;NULL;no_aplica;2016-05-18 19:52:13.583;2016-05-18 19:52:13.583;5413;Espectro
6664;ACUERDO EJECUTIVO N°340-1988;1988-09-28;NULL;no_aplica;2016-05-18 19:56:17.740;2016-05-18 19:56:17.740;5416;Espectro
6666;RESOLUCIÓN N° 100-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-18 20:03:48.773;2016-05-18 20:03:48.773;5418;Espectro
6672;RESOLUCIÓN N°103-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-18 20:29:57.603;2016-05-18 20:29:57.603;5424;Espectro
6683;ACUERDO EJECUTIVO N°619-1973;1973-02-28;NULL;no_aplica;2016-05-18 21:21:06.267;2016-05-18 21:21:06.267;5435;Espectro
6693;RESOLUCIÓN N°036-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-18 22:21:16.023;2016-05-18 22:21:16.023;5445;Espectro
6723;ACUERDO EJECUTIVO N°209-1990;1990-08-17;NULL;no_aplica;2016-05-19 14:57:16.920;2016-05-19 14:57:16.920;5475;Espectro
6727;ACUERDO EJECUTIVO N°452-1991;1991-12-23;NULL;no_aplica;2016-05-19 15:03:49.093;2016-05-19 15:03:49.093;5479;Espectro
6740;ACUERDO EJECUTIVO N°609-1981;1981-12-15;NULL;no_aplica;2016-05-19 16:23:25.073;2016-05-19 16:23:25.073;5492;Espectro
6742;ACUERDO EJECUTIVO N°311-1991;1991-07-11;NULL;no_aplica;2016-05-19 16:41:39.683;2016-05-19 16:41:39.683;5494;Espectro
6750;ACUERDO EJECUTIVO N°197-1990;1990-07-23;NULL;no_aplica;2016-05-19 17:16:13.907;2016-05-19 17:16:13.907;5502;Espectro
6761;ACUERDO EJECUTIVO N°57-2008-MGP;2008-02-05;NULL;no_aplica;2016-05-19 19:31:11.593;2016-05-19 19:31:11.593;5513;Espectro
6763;RESOLUCION N°687-01-CNR;2001-11-13;NULL;no_aplica;2016-05-19 19:57:30.893;2016-05-19 19:57:30.893;5515;Espectro
6765;ACUERDO EJECUTIVO N°369-2008-DMG;2008-05-26;NULL;no_aplica;2016-05-19 20:04:00.897;2016-05-19 20:04:00.897;5517;Espectro
6773;ACUERDO EJECUTIVO N°46-99 MSP;1998-12-02;NULL;no_aplica;2016-05-19 20:34:31.163;2016-05-19 20:34:31.163;5525;Espectro
6785;RESOLUCIÓN N°079-2004 CNR;2004-02-09;NULL;no_aplica;2016-05-19 21:56:22.237;2016-05-19 21:56:22.237;5537;Espectro
6786;RESOLUCIÓN N°079-2004 CNR;2004-02-09;NULL;no_aplica;2016-05-19 22:06:20.660;2016-05-19 22:06:20.660;5538;Espectro
6797;ACUERDO EJECUTIVO N°562-1996-MG;1996-07-05;NULL;no_aplica;2016-05-20 14:28:44.727;2016-05-20 14:28:44.727;5549;Espectro
6801;ACUERDO EJECUTIVO N°622-96-MG;1996-08-06;NULL;no_aplica;2016-05-20 14:39:25.073;2016-05-20 14:39:25.073;5553;Espectro
6806;ACUERDO EJECUTIVO N°628-1979;1979-10-09;NULL;no_aplica;2016-05-20 14:57:58.230;2016-05-20 14:57:58.230;5558;Espectro
6808;ACUERDO EJECUTIVO N°52-2006 MGP;2006-05-11;NULL;no_aplica;2016-05-20 15:37:43.017;2016-05-20 15:37:43.017;5560;Espectro
6821;RESOLUCIÓN N°056-2006 CNR;2006-09-22;NULL;no_aplica;2016-05-20 16:23:37.320;2016-05-20 16:23:37.320;5573;Espectro
6829;ACUERDO EJECUTIVO N°411 MGP;2008-05-29;NULL;no_aplica;2016-05-20 16:49:59.650;2016-05-20 16:49:59.650;5581;Espectro
6831;RESOLUCIÓN N° 120-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-20 17:09:52.373;2016-05-20 17:09:52.373;5583;Espectro
6832;ACUERDO EJECUTIVO N°336-2008-DMG;2008-04-21;NULL;no_aplica;2016-05-20 17:17:01.373;2016-05-20 17:17:01.373;5584;Espectro
6834;ACUERDO DE GOBERNACIÓN N°185-1980;1980-02-29;NULL;no_aplica;2016-05-20 17:18:10.937;2016-05-20 17:18:10.937;5586;Espectro
6838;ACUERDO EJECUTIVO N°013-2007 MGP;2007-02-14;NULL;no_aplica;2016-05-20 17:19:39.200;2016-05-20 17:19:39.200;5590;Espectro
6842;ACUERDO EJECUTIVO N°310-1991;1991-07-09;NULL;no_aplica;2016-05-20 17:22:02.593;2016-05-20 17:22:02.593;5594;Espectro
6844;ACUERDO EJECUTIVO N°207-1992;1992-10-20;NULL;no_aplica;2016-05-20 17:23:18.763;2016-05-20 17:23:18.763;5596;Espectro
6848;ACUERDO EJECUTIVO N°217-2008 MGP;2008-04-25;NULL;no_aplica;2016-05-20 17:24:26.810;2016-05-20 17:24:26.810;5600;Espectro
6852;ACUERDO EJECUTIVO N° 53-1978;1978-01-23;NULL;no_aplica;2016-05-20 17:38:02.593;2016-05-20 17:38:02.593;5604;Espectro
6854;ACUERDO EJECUTIVO N° 3070-2002 MSP;2002-10-02;NULL;no_aplica;2016-05-20 17:39:09.640;2016-05-20 17:39:09.640;5606;Espectro
6855;ACUERDO EJECUTIVO N°121-1991;1991-02-04;NULL;no_aplica;2016-05-20 17:39:59.360;2016-05-20 17:39:59.360;5607;Espectro
6856;ACUERDO EJECUTIVO N° 472 MGP;2008-06-13;NULL;no_aplica;2016-05-20 17:40:55.530;2016-05-20 17:40:55.530;5608;Espectro
6857;ACUERDO EJECUTIVO N° 289-1984;1984-10-19;NULL;no_aplica;2016-05-20 17:43:35.720;2016-05-20 17:43:35.720;5609;Espectro
6861;ACUERDO EJECUTIVO N°2831-2002 MSP;2002-07-18;NULL;no_aplica;2016-05-20 17:46:35.643;2016-05-20 17:46:35.643;5613;Espectro
6863;ACUERDO EJECUTIVO N°58-1992;1992-04-03;NULL;no_aplica;2016-05-20 17:53:18.783;2016-05-20 17:53:18.783;5615;Espectro
6864;ACUERDO EJECUTIVO N°252-1990;1990-10-11;NULL;no_aplica;2016-05-20 17:54:10.550;2016-05-20 17:54:10.550;5616;Espectro
6866;ACUERDO EJECUTIVO N°94-1992;1992-07-09;NULL;no_aplica;2016-05-20 17:57:06.190;2016-05-20 17:57:06.190;5618;Espectro
6869;ACUERDO EJECUTIVO N°331-1982;1982-07-26;NULL;no_aplica;2016-05-20 18:01:37.207;2016-05-20 18:01:37.207;5621;Espectro
6887;ACUERDO EJECUTIVO N°82-1993;1993-03-16;NULL;no_aplica;2016-05-20 19:55:40.703;2016-05-20 19:55:40.703;5639;Espectro
6891;ACUERDO EJECUTIVO N°186-1991;1991-04-29;NULL;no_aplica;2016-05-20 20:28:26.177;2016-05-20 20:28:26.177;5643;Espectro
6893;ACUERDO EJECUTIVO N°176-1990;1990-07-18;NULL;no_aplica;2016-05-20 20:35:24.770;2016-05-20 20:35:24.770;5645;Espectro
6899;ACUERDO EJECUTIVO N°416 MGP;2008-05-02;NULL;no_aplica;2016-05-20 21:01:30.743;2016-05-20 21:01:30.743;5651;Espectro
6901;ACUERDO EJECUTIVO N°124-2006-MGP;2006-05-31;NULL;no_aplica;2016-05-20 21:03:13.057;2016-05-20 21:03:13.057;5653;Espectro
6904;ACUERDO DE GOBERNACION N°261-1977;1977-05-17;NULL;no_aplica;2016-05-20 21:09:29.930;2016-05-20 21:09:29.930;5656;Espectro
6906;ACUERDO DE GOBERNACION N°608-1981;1981-12-14;NULL;no_aplica;2016-05-20 21:11:38.603;2016-05-20 21:11:38.603;5658;Espectro
6923;RESOLUCIÓN N°056-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-20 21:58:20.063;2016-05-20 21:58:20.063;5675;Espectro
6924;RESOLUCIÓN N°009-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-20 22:01:16.203;2016-05-20 22:01:16.203;5676;Espectro
6925;ACUERDO EJECUTIVO N°674-99;1999-02-22;NULL;no_aplica;2016-05-20 22:04:30.220;2016-05-20 22:04:30.220;5677;Espectro
6927;ACUERDO EJECUTIVO N°419 MGP;2008-06-02;NULL;no_aplica;2016-05-20 22:05:24.313;2016-05-20 22:05:24.313;5679;Espectro
6929;RESOLUCIÓN N°144-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-20 22:09:17.860;2016-05-20 22:09:17.860;5681;Espectro
6936;ACUERDO EJECUTIVO N°290-1989;1989-09-12;NULL;no_aplica;2016-05-20 23:02:44.803;2016-05-20 23:02:44.803;5688;Espectro
6938;ACUERDO EJECUTIVO N°153-1981;1981-04-09;NULL;no_aplica;2016-05-20 23:03:52.803;2016-05-20 23:03:52.803;5690;Espectro
6941;ACUERDO DE GOBERNACION N°21-1981;1981-01-13;NULL;no_aplica;2016-05-20 23:09:00.883;2016-05-20 23:09:00.883;5693;Espectro
6943;ACUERDO EJECUTIVO N°128-1985;1985-03-18;NULL;no_aplica;2016-05-20 23:09:43.350;2016-05-20 23:09:43.350;5695;Espectro
6944;ACUERDO EJECUTIVO N°173-1982;1982-04-12;NULL;no_aplica;2016-05-20 23:14:09.650;2016-05-20 23:14:09.650;5696;Espectro
6958;ACUERDO EJECUTIVO N°298-1988;1988-07-19;NULL;no_aplica;2016-05-23 14:57:00.880;2016-05-23 14:57:00.880;5710;Espectro
6961;ACUERDO EJECUTIVO N°635-96-MG;1996-07-08;NULL;no_aplica;2016-05-23 15:28:10.823;2016-05-23 15:28:10.823;5713;Espectro
6963;RESOLUCIÓN N°024-2006 CNR;2006-03-01;NULL;no_aplica;2016-05-23 15:31:12.760;2016-05-23 15:31:12.760;5715;Espectro
6966;ACUERDO EJECUTIVO N°2851-2002 MSP;2002-07-18;NULL;no_aplica;2016-05-23 15:41:04.777;2016-05-23 15:41:04.777;5718;Espectro
6969;RESOLUCIÓN N°521-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-23 15:45:54.967;2016-05-23 15:45:54.967;5721;Espectro
6977;RESOLUCIÓN N°041-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-23 16:10:33.343;2016-05-23 16:10:33.343;5729;Espectro
6985;ACUERDO EJECUTIVO N°348-1981;1981-07-20;NULL;no_aplica;2016-05-23 16:46:50.957;2016-05-23 16:46:50.957;5737;Espectro
6993;ACUERDO EJECUTIVO N°147-1980;1980-02-21;NULL;no_aplica;2016-05-23 17:12:29.663;2016-05-23 17:12:29.663;5745;Espectro
7010;RESOLUCIÓN N°057-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-23 19:35:19.507;2016-05-23 19:35:19.507;5762;Espectro
7012;ACUERDO EJECUTIVO N°169-1994;1994-11-21;NULL;no_aplica;2016-05-23 19:44:04.383;2016-05-23 19:44:04.383;5764;Espectro
7014;RESOLUCIÓN N°061-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-23 19:48:09.463;2016-05-23 19:48:09.463;5766;Espectro
7024;ACUERDO EJECUTIVO N°386-1976;1976-08-31;NULL;no_aplica;2016-05-23 21:08:09.737;2016-05-23 21:08:09.737;5776;Espectro
7027;ACUERDO EJECUTIVO N°150-1989;1989-07-05;NULL;no_aplica;2016-05-23 21:13:14.940;2016-05-23 21:13:14.940;5779;Espectro
7029;RESOLUCIÓN N°013-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-23 21:17:28.067;2016-05-23 21:17:28.067;5781;Espectro
7030;ACUERDO EJECUTIVO N°426-2007-MG;2007-07-24;NULL;no_aplica;2016-05-23 21:28:05.617;2016-05-23 21:28:05.617;5782;Espectro
7033;ACUERDO EJECUTIVO N°158-2005 MSP;2005-04-25;NULL;no_aplica;2016-05-23 21:39:58.413;2016-05-23 21:39:58.413;5784;Espectro
7036;ACUERDO EJECUTIVO 673-99 MSP;1999-02-22;NULL;no_aplica;2016-05-23 21:50:32.257;2016-05-23 21:50:32.257;5787;Espectro
7038;ACUERDO EJECUTIVO N° 133-2005 MSP;2005-03-31;NULL;no_aplica;2016-05-23 21:56:48.617;2016-05-23 21:56:48.617;5789;Espectro
7041;ACUERDO EJECUTIVO N°76-2008-MGP;2008-02-14;NULL;no_aplica;2016-05-23 22:47:58.563;2016-05-23 22:47:58.563;5792;Espectro
7042;RESOLUCIÓN N°177-2005 CNR;2005-11-11;NULL;no_aplica;2016-05-23 23:22:14.207;2016-05-23 23:22:14.207;5793;Espectro
7043;ACUERDO EJECUTIVO N°87-1993;1993-03-18;NULL;no_aplica;2016-05-23 23:27:48.380;2016-05-23 23:27:48.380;5794;Espectro
7065;ACUERDO EJECUTIVO N°44-1994;1994-01-18;NULL;no_aplica;2016-05-24 16:18:55.477;2016-05-24 16:18:55.477;5816;Espectro
7068;ACUERDO EJECUTIVO N°380-1991;1991-09-26;NULL;no_aplica;2016-05-24 16:30:28.867;2016-05-24 16:30:28.867;5819;Espectro
7084;RESOLUCIÓN N°532-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-24 19:39:20.123;2016-05-24 19:39:20.123;5835;Espectro
7087;RESOLUCIÓN N°161-2005 CNR;2005-11-03;NULL;no_aplica;2016-05-24 19:45:26.673;2016-05-24 19:45:26.673;5838;Espectro
7095;RESOLUCIÓN N°059-2007 CNR;2007-11-13;NULL;no_aplica;2016-05-24 20:18:40.333;2016-05-24 20:18:40.333;5846;Espectro
7118;ACUERDO EJECUTIVO N°624-07 MGP;2007-10-31;NULL;no_aplica;2016-05-24 22:02:18.487;2016-05-24 22:02:18.487;5869;Espectro
7146;ACUERDO EJECUTIVO N°606-1981;1981-12-11;NULL;no_aplica;2016-05-25 14:44:13.430;2016-05-25 14:44:13.430;5897;Espectro
7152;ACUERDO EJECUTIVO N°390-1975;1975-12-16;NULL;no_aplica;2016-05-25 14:46:30.680;2016-05-25 14:46:30.680;5903;Espectro
7153;ACUERDO EJECUTIVO N°377-1976;1976-08-16;NULL;no_aplica;2016-05-25 14:47:07.463;2016-05-25 14:47:07.463;5904;Espectro
7155;ACUERDO EJECUTIVO N°599-1980;1980-07-09;NULL;no_aplica;2016-05-25 14:47:44.790;2016-05-25 14:47:44.790;5906;Espectro
7157;ACUERDO EJECUTIVO N°563-1978;1978-09-19;NULL;no_aplica;2016-05-25 14:48:25.790;2016-05-25 14:48:25.790;5908;Espectro
7159;ACUERDO EJECUTIVO N°1023-99 MSP;1999-07-01;NULL;no_aplica;2016-05-25 14:49:15.227;2016-05-25 14:49:15.227;5910;Espectro
7161;ACUERDO EJECUTIVO N°252-1991;1991-06-19;NULL;no_aplica;2016-05-25 14:49:55.323;2016-05-25 14:49:55.323;5912;Espectro
7164;ACUERDO EJECUTIVO N°18-1992;1992-12-03;NULL;no_aplica;2016-05-25 14:50:53.727;2016-05-25 14:50:53.727;5915;Espectro
7166;ACUERDO EJECUTIVO N°753-98 MSP;1998-05-11;NULL;no_aplica;2016-05-25 14:51:34.387;2016-05-25 14:51:34.387;5917;Espectro
7167;ACUERDO EJECUTIVO N°2867-2002 MSP;2002-07-18;NULL;no_aplica;2016-05-25 14:52:15.290;2016-05-25 14:52:15.290;5918;Espectro
7170;ACUERDO EJECUTIVO N°336-1977;1977-07-18;NULL;no_aplica;2016-05-25 14:52:49.697;2016-05-25 14:52:49.697;5921;Espectro
7190;ACUERDO EJECUTIVO N°27-1992;1992-12-01;NULL;no_aplica;2016-05-25 15:42:04.593;2016-05-25 15:42:04.593;5941;Espectro
7193;RESOLUCIÓN N°010-2006 CNR;2006-02-09;NULL;no_aplica;2016-05-25 15:46:10.987;2016-05-25 15:46:10.987;5944;Espectro
7195;ACUERDO EJECUTIVO N°154-1984;1984-07-05;NULL;no_aplica;2016-05-25 15:51:34.953;2016-05-25 15:51:34.953;5946;Espectro
7198;ACUERDO EJECUTIVO N°827-1980;1910-10-30;NULL;no_aplica;2016-05-25 15:56:40.377;2016-05-25 15:56:40.377;5949;Espectro
7207;ACUERDO EJECUTIVO N°46-1993;1993-02-23;NULL;no_aplica;2016-05-25 16:25:46.397;2016-05-25 16:25:46.397;5958;Espectro
7208;ACUERDO DE GOBERNACIÓN N°238-1977;1977-05-02;NULL;no_aplica;2016-05-25 16:31:00.757;2016-05-25 16:31:00.757;5959;Espectro
7213;RESOLUCIÓN N°042-2006 CNR;2006-07-21;NULL;no_aplica;2016-05-25 16:45:03.617;2016-05-25 16:45:03.617;5964;Espectro
7217;ACUERDO EJECUTIVO N° 617-96-MG;1996-08-08;NULL;no_aplica;2016-05-25 16:56:15.883;2016-05-25 16:56:15.883;5968;Espectro
7218;ACUERDO EJECUTIVO N°397-1988;1988-10-31;NULL;no_aplica;2016-05-25 16:59:17.167;2016-05-25 16:59:17.167;5969;Espectro
7232;ACUERDO DE GOBERNACIÓN N°249-1979;1979-05-04;NULL;no_aplica;2016-05-25 18:08:14.750;2016-05-25 18:08:14.750;5983;Espectro
7233;RESOLUCIÓN N°008-2005 CNR;2005-02-28;NULL;no_aplica;2016-05-25 18:17:37.393;2016-05-25 18:17:37.393;5984;Espectro
7234;ACUERDO DE GOBERNACIÓN N°316-1975;1975-10-07;NULL;no_aplica;2016-05-25 18:26:10.583;2016-05-25 18:26:10.583;5985;Espectro
7235;ACUERDO EJECUTIVO N°140-1992;1992-09-02;NULL;no_aplica;2016-05-25 18:31:01.333;2016-05-25 18:31:01.333;5986;Espectro
7240;ACUERDO EJECUTIVO N°424-1978;1978-07-27;NULL;no_aplica;2016-05-25 19:27:09.713;2016-05-25 19:27:09.713;5991;Espectro
7242;RESOLUCIÓN N°171-2005 CNR;2005-11-09;NULL;no_aplica;2016-05-25 19:37:00.560;2016-05-25 19:37:00.560;5993;Espectro
7244;ACUERDO DE GOBERNACIÓN N°640-1980;1980-07-18;NULL;no_aplica;2016-05-25 19:44:38.730;2016-05-25 19:44:38.730;5995;Espectro
7251;ACUERDO DE GOBERNACIÓN N°110-1992;1992-07-14;NULL;no_aplica;2016-05-25 20:02:02.717;2016-05-25 20:02:02.717;6002;Espectro
7256;ACUERDO EJECUTIVO N°221-1989;1989-08-04;NULL;no_aplica;2016-05-25 20:11:06.140;2016-05-25 20:11:06.140;6007;Espectro
7261;ACUERDO EJECUTIVO N°293-1983;1983-12-20;NULL;no_aplica;2016-05-25 20:34:01.473;2016-05-25 20:34:01.473;6012;Espectro
7264;ACUERDO EJECUTIVO N°075-2000-MSP;2000-01-10;NULL;no_aplica;2016-05-25 20:51:44.350;2016-05-25 20:51:44.350;6015;Espectro
7267;ACUERDO EJECUTIVO N°192-1991;1991-04-29;NULL;no_aplica;2016-05-25 20:56:40.617;2016-05-25 20:56:40.617;6018;Espectro
7268;ACUERDO EJECUTIVO N°298-1991;1991-06-29;NULL;no_aplica;2016-05-25 20:58:00.193;2016-05-25 20:58:00.193;6019;Espectro
7271;ACUERDO EJECUTIVO N°718-1980;1980-09-05;NULL;no_aplica;2016-05-25 21:29:26.573;2016-05-25 21:29:26.573;6022;Espectro
7275;ACUERDO EJECUTIVO N°421-1988;1988-11-02;NULL;no_aplica;2016-05-25 21:52:47.997;2016-05-25 21:52:47.997;6026;Espectro
